Size\Density, 20%, 33%, 50%
80,6.7108865,3.3554432,2.5165825
160,5.0331645,7.5497475,8.388609
320,20.132664,36.071022,80.530655
640,230.68669,448.79044,704.6431
1280,2207.8816,3855.4038,9803.764
