Size\Density, 20%, 33%, 50%
80,33.554432,0.0,0.0
80,0.0,33.554432,0.0
80,0.0,0.0,33.554432
80,0.0,33.554432,0.0
80,0.0,33.554432,0.0
80,0.0,0.0,0.0
80,0.0,0.0,33.554432
80,0.0,0.0,33.554432
80,0.0,0.0,0.0
80,33.554432,0.0,0.0
80,0.0,0.0,0.0
80,0.0,33.554432,0.0
80,0.0,0.0,0.0
80,0.0,0.0,33.554432
80,0.0,0.0,0.0
80,0.0,0.0,0.0
80,0.0,0.0,33.554432
80,0.0,0.0,0.0
80,0.0,0.0,0.0
80,0.0,0.0,0.0
160,0.0,0.0,0.0
160,0.0,0.0,0.0
160,33.554432,0.0,0.0
160,0.0,0.0,33.554432
160,0.0,0.0,33.554432
160,0.0,0.0,0.0
160,0.0,0.0,33.554432
160,0.0,33.554432,0.0
160,0.0,0.0,33.554432
160,0.0,0.0,33.554432
160,0.0,0.0,33.554432
160,0.0,33.554432,0.0
160,33.554432,0.0,33.554432
160,0.0,0.0,0.0
160,0.0,0.0,0.0
160,0.0,33.554432,0.0
160,0.0,0.0,0.0
160,0.0,0.0,33.554432
160,0.0,0.0,0.0
160,0.0,0.0,0.0
320,33.554432,0.0,67.108864
320,67.108864,33.554432,67.108864
320,33.554432,100.6633,33.554432
320,67.108864,67.108864,134.21773
320,33.554432,33.554432,100.6633
320,33.554432,33.554432,67.108864
320,33.554432,201.3266,134.21773
320,67.108864,33.554432,33.554432
320,33.554432,100.6633,67.108864
320,33.554432,33.554432,67.108864
320,100.6633,67.108864,67.108864
320,33.554432,167.77216,268.43546
320,0.0,0.0,67.108864
320,67.108864,33.554432,33.554432
320,0.0,0.0,167.77216
320,33.554432,33.554432,67.108864
320,33.554432,0.0,67.108864
320,33.554432,67.108864,100.6633
320,33.554432,0.0,100.6633
320,0.0,100.6633,33.554432
640,335.5443,805.3064,2147.4836
640,335.5443,268.43546,1543.5039
640,33.554432,1006.63293,838.8608
640,603.9798,167.77216,1241.514
640,134.21773,973.07855,1174.4052
640,67.108864,369.09875,1476.395
640,67.108864,301.9899,536.8709
640,369.09875,268.43546,905.96967
640,704.64307,234.88103,436.2076
640,335.5443,268.43546,805.3064
640,67.108864,234.88103,436.2076
640,536.8709,100.6633,738.1975
640,402.6532,335.5443,1543.5039
640,134.21773,369.09875,637.5342
640,167.77216,570.42535,671.0886
640,570.42535,234.88103,536.8709
640,570.42535,1040.1874,1711.276
640,369.09875,369.09875,570.42535
640,134.21773,301.9899,771.75195
640,67.108864,301.9899,872.4152
